pgc,al2000,de2000,ring
32388,10.8235722,-0.4298578,R
32429,10.8306219,1.2046743,R
32452,10.8353567,36.341777,R
32458,10.8363438,35.0336975,R
32494,10.8436729,59.0957741,R
32499,10.8459674,28.4690714,R
32510,10.8493161,9.2651398,R
32535,10.8549232,13.9459942,R
32564,10.8587271,55.3909699,R
32571,10.8602058,4.651086,R
32595,10.866119,3.7920574,R
32711,10.8962566,46.2189579,R
32765,10.9074511,59.0368275,R
32792,10.9163571,28.0174804,R
32820,10.9220927,40.4548341,R
32894,10.9464172,29.8716837,R
32900,10.9461438,5.6611347,R
32921,10.951699,37.242681,R
32922,10.952402,14.925043,R
32937,10.9586534,5.6987818,R
32995,10.9700705,7.5716271,R
33005,10.9727986,41.6373806,R
33074,10.9858319,61.5306337,R
33114,10.9956866,10.0710054,R
33119,10.99638,42.6568206,R
33129,10.9985119,10.0917972,R
33141,11.0010733,17.4243423,R
33282,11.0340349,3.5802734,R
33350,11.0476567,36.7834782,R
33360,11.0498012,34.9276686,R
33404,11.0606748,45.1799391,R
33407,11.0598447,3.3373698,R
33491,11.0855896,38.1313948,R
33514,11.0894129,38.2338261,R
33515,11.0911227,2.5621372,R
33669,11.1217193,28.5277523,R
33682,11.1235219,21.6571108,R
33711,11.1330844,7.4827242,R
33713,11.131265,11.0117446,R
33714,11.1318611,13.1056355,R
33779,11.1475573,28.475657,R
33800,11.153594,31.5475656,R
33806,11.1544682,36.0211076,R
33844,11.1628433,0.8136912,R
33872,11.1662103,37.1359783,R
33938,11.1805514,57.6362103,R
34038,11.193853,12.1220253,R
34077,11.2030186,41.0375446,R
34107,11.2110617,9.0557818,R
34125,11.2146419,27.4438798,R
34169,11.2241062,30.6075523,R
34205,11.2310813,10.5633653,R
34236,11.2377811,28.1630916,R
34301,11.2523685,27.7756015,R
34312,11.2550553,27.4014039,R
34316,11.2561072,55.9739219,R
34317,11.2552063,38.5075764,R
34320,11.2560883,35.5020058,R
34354,11.2642753,25.9611471,R
34374,11.2705491,55.7043067,R
34425,11.2836605,57.1256207,R
34440,11.2842953,36.1412654,R
34511,11.2973912,26.6258242,R
34551,11.3049412,28.2260112,R
34630,11.3212846,20.8135596,R
34656,11.3251214,28.6519603,R
34684,11.3343887,18.3568119,R
34800,11.3570031,46.2892438,R
34835,11.3625526,38.4525079,R
35001,11.3986484,3.0986883,R
35016,11.4024011,-1.1577428,R
35024,11.4032115,34.0469874,R
35032,11.4069562,57.3009116,R
35057,11.4119421,24.0008145,R
35147,11.4313369,18.5989636,R
35173,11.4363884,44.1527673,R
35183,11.4385343,21.0962711,R
35234,11.4548383,3.7558749,R
35270,11.4628518,26.9596004,R
35312,11.4736299,51.0284123,R
35316,11.4762071,21.0106981,R
35346,11.4815525,48.5302346,R
35365,11.4851317,8.9885831,R
35420,11.4956662,5.8048788,R
35452,11.5035763,24.1696236,R
35471,11.5090736,49.1678327,R
35690,11.5598471,0.3737385,R
35715,11.5674925,51.1904396,R
35825,11.5911018,63.1197181,R
35881,11.6027699,10.0555284,R
35891,11.6048604,63.0913978,R
35940,11.6149899,16.3882075,R
35969,11.6209883,16.8771729,R
36048,11.6383307,-3.3544353,R
36092,11.6484765,49.6603292,R
36122,11.6541279,17.1436137,R
36219,11.676496,36.6916312,R
36241,11.6823215,25.7808757,R
36247,11.68378,1.4933643,R
36276,11.6891502,33.6947218,R
36326,11.7046479,26.0277832,R
36464,11.7299336,12.2372272,R
36519,11.7403169,7.4998499,R
36521,11.7396703,8.387518,R
36530,11.7404946,33.3550494,R
36541,11.7416307,36.8857448,R
36639,11.7566236,20.3254557,R
36648,11.7584044,9.7290719,R
36676,11.7605109,62.2370843,R
36682,11.7675149,19.4370326,R
36706,11.7700573,20.3915793,R
36755,11.7855608,16.2488235,R
36800,11.7954689,1.8262204,R
36808,11.7963337,36.4376532,R
36888,11.8138763,60.1954502,R
36914,11.8192919,27.0220369,R
36939,11.8250775,21.0434716,R
37013,11.8423638,55.0579672,R
37219,11.8785061,20.6313012,
37235,11.8820439,36.9863456,R
37258,11.8871296,60.6755863,R
37262,11.8877278,47.3355096,R
37289,11.8949373,46.2117924,R
37292,11.8950105,35.1691149,R
37434,11.9251789,-1.2613797,R
37551,11.9464399,52.4843556,R
37600,11.9574212,7.4609485,R
37637,11.964847,41.9371404,R
37693,11.9760079,-2.1356138,R
37704,11.979067,28.2895241,R
37729,11.9836121,25.2227744,R
37745,11.986909,-0.5239261,R
37805,11.997545,34.9057847,R
37816,12.0008836,8.1816694,R
37855,12.0087007,31.9475714,R
37904,12.0179749,56.3702177,R
37928,12.0232442,13.401019,R
38010,12.0397096,4.3298241,R
38062,12.0514164,5.1747032,R
38118,12.0623251,1.8359571,R
38207,12.0749091,20.3161959,R
38227,12.0787072,31.1772788,R
38234,12.0803084,14.4960782,R
38237,12.0797818,-2.7200322,R
38246,12.0813267,58.2190112,R
38265,12.0862306,42.3189612,R
38372,12.1025323,-2.9480868,R
38376,12.1033664,21.2262145,R
83457,11.1717908,28.2869343,R
83461,11.1740376,28.6876558,R
83481,11.7452134,56.0572444,R
83490,11.7672049,55.419667,R
83513,11.8117035,55.9014135,R
87465,11.8260126,12.3825659,R
93592,10.8262644,27.9876725,R
94157,11.26928,29.0871048,R
94170,11.3357385,34.3127122,R
94173,11.346676,34.4134859,R
113806,10.7803266,-2.6355056,R
115383,11.8517996,-3.2339665,R
115426,11.7280103,-3.4496066,R
135746,10.432151,2.0043431,R
139442,10.7825773,39.5616148,R
139618,11.590663,41.3493873,R
142876,11.0875674,29.9783505,R
156326,11.1723758,-0.1222884,R
157043,11.8562909,0.1173426,R
169856,11.6346239,19.5505782,R
169874,11.6291311,22.3250405,R
182506,11.2035982,1.3946625,R
197616,11.697905,20.2490854,R
213720,10.6032636,23.173472,R
213794,11.1908706,56.5060675,R
213812,11.3281535,36.1137779,R
213829,11.3970461,2.7014012,R
213847,11.5371349,36.7041787,R
213906,11.9173087,20.058654,R
1093031,10.7987234,-2.4040092,R
1106057,11.79756,-1.9350794,R
1112546,11.6690225,-1.6951178,R
1114781,10.7361044,-1.6051877,R
1119858,11.9171797,-1.3864638,R
1129377,11.5893831,-0.9991838,R
1130844,10.6483058,-0.9416356,R
1133319,11.7986961,-0.8421019,R
1139146,11.0168454,-0.6078809,R
1141149,11.9442146,-0.526694,R
1144596,11.3213533,-0.3873223,R
1149209,11.2867371,-0.2061922,R
1149788,12.0972325,-0.1844581,R
1150532,10.8225669,-0.1555106,R
1153514,11.0202445,-0.0361878,R
1153999,11.3015699,-0.0182036,R
1154159,11.0100035,-0.0124366,R
1155006,11.7598869,0.0190364,R
1155051,10.709058,0.0207221,R
1161153,10.673858,0.2559782,
1161821,10.8492534,0.2811171,R
1166454,10.9627063,0.4594871,R
1172090,10.9072507,0.6637458,R
1174978,11.0600472,0.7698163,R
1175287,11.8171056,0.7808836,R
1176483,11.6768292,0.8247126,R
1184378,10.7117607,1.0945574,R
1185354,10.623265,1.1260079,R
1189711,12.0109154,1.2699199,R
1189873,12.0113234,1.2755606,R
1200623,10.5758649,1.6223107,R
1206480,10.5201507,1.8081958,R
1208150,11.5115534,1.856337,R
1209416,10.8827049,1.8950774,R
1212217,10.5674194,1.9836526,R
1213609,11.1658701,2.0274257,R
1217158,10.7590639,2.1389936,R
1218994,11.9699683,2.1923967,R
1221390,11.7801322,2.2675264,R
1222486,11.4339664,2.3008296,R
1223868,10.4789594,2.3429789,R
1224184,11.4564969,2.351626,R
1225996,11.4145656,2.4088062,R
1228009,11.3123224,2.4711667,R
1229937,12.0891374,2.5341713,R
1231219,11.8525333,2.5756114,R
1231701,10.3837153,2.5898481,R
1233288,12.0150846,2.6416735,R
1240068,11.1222126,2.8876796,R
1242751,10.7863194,2.9969792,R
1244575,11.368642,3.0759804,R
1245368,11.6334329,3.1102924,R
1261965,11.7683909,3.9987363,R
1264363,10.8260308,4.1613074,R
1264521,11.9193865,4.170948,R
1266678,11.3626863,4.3252083,R
1269630,11.0332123,4.5393749,R
1271978,11.1230038,4.7005239,R
1275584,11.0516871,4.9379076,R
1275622,10.8187439,4.9406544,R
1279012,11.205572,5.1610972,R
1279494,10.9876729,5.1915376,R
1282684,10.8046007,5.389736,R
1284744,10.6135356,5.5192675,R
1304564,11.3483804,6.6339522,R
1306381,10.4532313,6.7289135,R
1310842,11.9529832,6.9558711,R
1310991,11.837479,6.9631085,R
1312962,11.7418062,7.0604459,R
1314111,11.3015392,7.1118291,R
1314841,11.7673945,7.142861,R
1316893,10.9307769,7.234057,R
1316978,11.0850363,7.2377593,R
1317959,10.7932724,7.2787892,R
1318706,11.7205897,7.3075705,R
1319539,10.9972297,7.3433208,R
1320451,11.303091,7.3819528,R
1323186,10.967187,7.4926949,R
1323231,11.2068443,7.4948519,R
1326237,12.0507321,7.6098719,R
1331693,10.4381812,7.8167014,R
1340535,10.4586458,8.1628751,R
1341711,10.3884543,8.2084331,R
1345360,12.0444809,8.3660315,R
1345931,10.7029013,8.3921027,R
1347346,10.616504,8.4609267,R
1352011,11.8194784,8.6989834,R
1354696,10.4798309,8.8435403,R
1357128,11.7394289,8.9666259,R
1361406,11.8720058,9.2042717,R
1364058,10.5308303,9.3650754,R
1365223,10.5000539,9.4463611,R
1373953,11.52938,10.0574474,R
1376670,11.7646923,10.2418418,R
1378991,10.3789459,10.4018389,R
1382712,11.9054326,10.663253,R
1383195,11.6722469,10.695633,R
1385337,11.9101132,10.8471781,R
1385540,10.5392612,10.8612289,R
1386070,11.8197168,10.8986872,R
1386811,10.5287851,10.9502831,R
1388111,11.0994854,11.045861,R
1391832,10.9231899,11.3164176,R
1392023,11.0846262,11.3303502,R
1392490,11.8435165,11.3644345,R
1395109,10.5416288,11.5376508,R
1396407,10.5358132,11.6299184,R
1396437,11.7869678,11.6316931,R
1398835,10.6637205,11.7916157,R
1399046,11.5520816,11.8071722,R
1403382,10.3891008,12.0773652,R
1407200,11.0830753,12.3056256,R
1410255,11.5494393,12.4776541,R
1415106,11.5249476,12.7302365,R
1416593,10.4265467,12.8079288,R
1420213,10.8843937,12.9819755,R
1422320,11.8921844,13.0752829,R
1422838,10.51914,13.0970727,R
1423550,10.8247882,13.1283419,R
1427416,10.635595,13.2936319,R
1430647,12.0877814,13.4219614,R
1435553,11.1803612,13.6094588,R
1438813,12.0916617,13.7276254,R
1439735,10.562167,13.7604411,R
1442369,11.7911641,13.8542151,
1445995,11.3345102,13.9823442,R
1449686,11.8827473,14.118063,R
1455878,11.4717552,14.3530758,R
1456069,10.7240046,14.3603721,R
1462656,10.4222079,14.6177664,R
1462852,11.6331538,14.6260643,R
1465363,11.1685237,14.7178215,R
1469593,11.843206,14.8846895,R
1470708,11.0176798,14.9273136,R
1473967,11.4807076,15.0533574,R
1476192,11.3521357,15.1339647,R
1484727,10.9451439,15.44209,R
1487649,11.7176287,15.5521184,R
1490360,11.8842373,15.6649103,R
1491715,11.6130842,15.719789,R
1492143,10.7006963,15.7375371,R
1497449,11.9077535,15.9631674,R
1500524,10.9084541,16.0931694,R
1509257,11.1985088,16.458951,R
1512103,11.5062335,16.5795728,R
1518096,11.9737757,16.8318254,R
1526354,11.3723618,17.1712433,R
1529254,11.6967582,17.2896322,R
1538141,11.4241565,17.655418,R
1542672,11.8437377,17.8233794,R
1543716,11.5715598,17.8594226,R
1544126,10.4460756,17.8755759,R
1546762,10.7610892,17.9752642,R
1548106,10.7222817,18.0250523,R
1548752,11.9250087,18.0488944,R
1549555,11.5225372,18.0779133,R
1552502,11.5446051,18.1855528,R
1556895,11.6338433,18.3412154,R
1567654,11.8263274,18.7052934,R
1568059,11.4975249,18.7179452,R
1576100,11.46063,18.9650147,R
1576152,11.2092637,18.9673497,R
1578438,11.4405139,19.0367191,R
1582395,11.7979062,19.1552717,R
1583409,11.4153564,19.1841069,R
1589682,10.6371548,19.3628551,R
1590804,11.48649,19.3963172,R
1592754,10.4595892,19.4513822,R
1593617,10.8926579,19.473742,R
1597723,11.5658158,19.5795611,R
1608491,11.42953,19.8743315,R
1612394,11.306915,19.9858558,R
1620596,11.7256406,20.2245826,R
1622673,10.3931723,20.2849499,R
1627241,11.2794114,20.4360114,R
1631614,10.4075137,20.6004408,R
1632581,10.4081447,20.6411971,R
1640671,11.9795867,21.0031617,R
1640784,11.6832569,21.0098102,R
1642332,10.5324478,21.0811396,R
1644292,11.8702771,21.1695128,R
1645791,11.5104299,21.2377203,R
1648034,11.5750504,21.3402502,R
1648163,10.521158,21.3471114,R
1648389,10.7064843,21.3590571,R
1650046,11.7618508,21.4398614,R
1651343,11.8829074,21.5038221,R
1651837,11.0760566,21.5262774,R
1655685,10.5318753,21.7159075,R
1656949,11.0155502,21.7724214,R
1658801,10.9694384,21.8625316,R
1661194,11.1672815,21.9821521,R
1664509,10.726298,22.1508771,R
1664894,10.7956855,22.1716926,R
1664970,10.4954826,22.1755668,R
1665020,11.7770089,22.1785708,R
1670231,10.8425588,22.4562079,R
1671158,11.2866123,22.5037693,R
1671464,11.5182534,22.5195921,R
1671863,11.9331528,22.5411269,R
1678322,11.0751834,22.9191877,R
1679821,11.7463692,23.0092632,R
1682019,11.6626477,23.131715,R
1682375,12.0636271,23.1525308,R
1682768,10.9853095,23.1743598,R
1682810,10.3860844,23.1765339,R
1683364,10.8086523,23.2087915,R
1688052,10.9191088,23.477665,R
1691720,11.4789421,23.6815481,R
1691848,11.5542554,23.6881141,R
1692593,11.9910326,23.7287335,R
1693835,11.2515554,23.7945162,R
1694978,10.8677479,23.8573524,R
1695946,11.474587,23.9092286,R
1696061,10.919927,23.9160912,R
1696576,11.6424722,23.9421785,R
1697295,10.8502962,23.9785619,R
1697735,11.5914852,24.0007286,R
1698180,10.8029338,24.0228999,R
1698889,10.9973973,24.0579717,R
1699256,11.0426787,24.0770848,R
1699351,11.4472388,24.0812834,R
1704000,11.178165,24.2916958,R
1711232,11.5760081,24.5943887,R
1714587,11.412536,24.7199623,R
1718543,11.1263554,24.864079,R
1718734,11.8173346,24.8701766,R
1720126,11.7328932,24.9194914,R
1720386,11.6096505,24.928596,R
1722787,10.8272884,25.0113088,R
1724416,11.9418043,25.0649874,R
1728499,11.7269477,25.1992237,R
1728785,11.9545566,25.207394,R
1728833,10.8680877,25.2087974,R
1731700,11.583356,25.2966207,R
1732250,10.6178592,25.3133407,R
1734014,12.0213013,25.3664044,R
1741056,11.2185976,25.5615528,R
1741471,11.296839,25.5727904,R
1743314,11.2558319,25.6230901,R
1749837,11.0573816,25.787417,R
1770057,10.6005523,26.2776477,R
1773500,11.3423281,26.3664645,R
1778019,10.8499588,26.4850341,R
1784757,11.1975563,26.6753199,R
1785479,11.9483557,26.6975282,R
1789898,11.6969601,26.8401758,R
1790932,11.7555135,26.8739852,R
1802479,11.0572917,27.2565137,R
1808826,11.4856728,27.4597517,R
1809074,10.8771855,27.4680219,R
1809333,10.416331,27.4770082,R
1809358,11.2034565,27.4778141,R
1811841,11.541509,27.5655036,R
1817216,10.7490093,27.7581936,R
1817572,10.8427468,27.7721929,R
1818213,11.4825295,27.7964889,R
1822639,10.4032047,27.9649193,R
1823269,10.4145454,27.9893168,R
1828845,11.1952681,28.1907413,R
1829267,11.1977123,28.2062055,R
1829501,10.6070642,28.2153269,R
1830797,10.6757517,28.2611883,R
1854400,11.1164934,29.0585913,R
1857116,11.094686,29.1469631,R
1857389,11.2504831,29.1555885,R
1863935,10.8278916,29.3646432,R
1871479,11.9133691,29.5978328,R
1872751,11.025806,29.6356501,R
1873871,11.9773317,29.6680176,R
1873962,10.9359235,29.6705399,R
1874186,12.1036394,29.6773174,R
1881648,11.3785361,29.880353,R
1882551,11.4387207,29.9050954,R
1891292,11.7788711,30.126655,R
1893236,11.7313328,30.1749486,R
1893881,11.2245221,30.1916928,R
1897263,11.6508191,30.273866,R
1915042,11.7315642,30.7173579,R
1917594,11.1888582,30.7778601,R
1918444,10.6069352,30.7972453,R
1933649,11.7925026,31.1438391,R
1939694,11.1185541,31.2764625,R
1943287,10.5832628,31.3552487,R
1943510,11.4161177,31.3599369,R
1945356,11.0890842,31.4006954,R
1945420,10.7552047,31.4016729,R
1946839,11.8987522,31.431501,R
1948222,11.3477921,31.4601752,R
1954490,11.3345325,31.5887939,R
1961335,11.3379626,31.7283008,R
1972576,10.9699308,31.9496525,R
1977758,10.7421028,32.050682,R
1986004,11.1971276,32.2111722,R
1988900,10.6855609,32.2674639,R
1998859,10.5830587,32.4787103,R
2001943,11.9390722,32.5480487,R
2020045,11.2196248,32.9972166,R
2024029,11.2639728,33.1246634,R
2024486,11.0244456,33.139328,R
2031725,11.2488885,33.4229989,R
2033015,11.4779323,33.4836552,R
2034532,10.5427623,33.5584002,R
2038043,11.9696061,33.744176,R
2039721,11.3375167,33.8391824,R
2043341,11.7748629,34.0688004,R
2045826,11.4260656,34.2252252,R
2048690,11.9641367,34.4072734,R
2049257,11.5458795,34.4401892,R
2051415,11.1091242,34.5827018,R
2052061,11.5898237,34.6253976,R
2055107,11.4381599,34.8233253,R
2056477,10.7859162,34.9100969,R
2061225,11.4747304,35.2221528,R
2061893,11.35603,35.2662247,R
2067719,11.575241,35.6406122,R
2070456,10.4016693,35.8187413,R
2071060,10.3776456,35.8562914,R
2073087,10.5263532,35.98254,R
2074809,11.8597386,36.0904652,R
2075522,11.4232512,36.1354108,R
2079121,10.6330403,36.3486565,R
2079461,11.2081476,36.3682018,R
2087432,11.3249979,36.8121719,R
2090083,12.0571255,36.9578558,R
2091674,10.3824662,37.0337389,R
2093278,11.7697471,37.1150822,R
2094239,10.5187164,37.1623371,R
2100795,11.2186724,37.4397733,R
2114071,10.7056543,37.9575221,R
2116092,10.682307,38.0329748,R
2117041,11.0424002,38.0686601,R
2117401,11.3840407,38.0830557,R
2117913,11.1854166,38.1039709,R
2121614,11.0232421,38.2392258,R
2125599,11.0380334,38.3889504,R
2126065,11.8619655,38.4040667,R
2133935,11.3530644,38.6903692,R
2140678,11.2308162,38.9692725,R
2142451,11.3621634,39.053693,R
2143579,10.779894,39.1134526,R
2152765,12.0558272,39.6083818,R
2153693,11.7540058,39.6635877,R
2156871,10.6762516,39.8639005,R
2157035,10.5516208,39.874277,R
2162508,11.7255917,40.2194667,R
2164238,10.5396385,40.3329493,R
2164803,10.8378639,40.3706355,R
2164804,10.6980519,40.3709965,R
2165272,10.4933666,40.4019925,R
2167633,11.2003644,40.559855,R
2170202,10.5793037,40.7385953,R
2172673,10.4325449,40.9026693,R
2173878,11.3841802,40.9809864,R
2175535,11.5485205,41.0885101,R
2175653,10.9688116,41.0958179,R
2178433,10.9851117,41.2735417,R
2183205,11.0280068,41.5720523,R
2183212,11.2539161,41.5723785,R
2187793,10.7618652,41.8412946,R
2194495,11.8969261,42.2154491,R
2196342,11.2032917,42.3096663,R
2198665,12.002289,42.4271899,R
2198883,11.2049871,42.4367764,R
2205873,11.9607422,42.7739896,R
2208912,11.9712429,42.9183021,R
2211305,10.6157329,43.0240056,R
2211877,11.7927232,43.0505134,R
2214527,12.0591446,43.1684292,R
2227401,11.2086913,43.7148824,R
2233219,11.8729333,43.959191,R
2236852,11.5782323,44.1117323,R
2241475,11.4354097,44.3144762,R
2246460,11.8994628,44.5358112,R
2266046,10.9241373,45.5052978,R
2266603,10.985505,45.5418813,R
2266803,11.2048404,45.5533943,R
2280462,11.282554,46.3968017,R
2282529,11.3944921,46.5154475,R
2290385,11.272812,46.9823198,R
2292607,12.0355867,47.11568,R
2294359,11.4887479,47.2149731,R
2294852,11.7864725,47.2434865,R
2297998,11.6577627,47.4280807,R
2298101,10.839846,47.4344019,R
2298240,11.9484163,47.441282,R
2298476,10.5074808,47.4530962,R
2299329,12.0074082,47.5002915,R
2304278,11.7976328,47.7808203,R
2305602,11.4523206,47.8540162,R
2307530,11.512445,47.9503174,R
2316742,11.7580768,48.4048613,R
2317896,10.5617396,48.4568416,R
2321803,11.6687276,48.6242121,R
2324007,10.9448481,48.7187419,R
2329465,11.592217,48.9440514,R
2334535,11.7905408,49.1385276,R
2345375,11.1537316,49.5194325,R
2352042,10.5918866,49.7441087,R
2358103,10.6123588,49.9424612,R
2363828,11.4981334,50.1333842,R
2373956,11.0471387,50.469218,R
2377958,11.5111676,50.6179024,R
2380031,10.5394073,50.6981422,R
2383663,11.024441,50.8609865,R
2398871,11.3906503,51.7190413,R
2399589,11.5932399,51.7585115,R
2411113,11.2782086,52.2816449,R
2413679,10.5525922,52.3877432,R
2416483,11.943019,52.4982258,R
2421830,11.6482174,52.713613,R
2424460,11.9513472,52.8176584,R
2433941,11.7469261,53.1827825,R
2444216,11.9745104,53.5520406,R
2453285,11.6670401,53.8728765,R
2453625,11.422745,53.8839168,R
2469804,11.729589,54.4430082,R
2486128,11.667255,54.9678959,R
2504644,11.0117702,55.50857,R
2507208,10.965219,55.58127,R
2507521,11.6196418,55.5902549,R
2519697,11.1379421,55.9368112,R
2533624,10.8180451,56.3398588,R
2541321,11.204814,56.5822216,R
2546605,12.0495592,56.7504888,R
2550629,11.0181594,56.8792134,R
2557582,10.5747636,57.1195879,R
2564609,10.7227496,57.3974993,R
2564674,10.6423419,57.4003481,R
2567578,11.4495403,57.5428559,R
2570333,10.6032501,57.72257,R
2574505,11.6754297,58.0967301,R
2585851,11.3436652,59.0497012,R
2590306,11.1192852,59.4247545,R
2592107,11.328847,59.5871246,R
2593170,11.7289682,59.6867582,R
2593867,11.1001098,59.7511442,R
2594892,12.0656256,59.8433585,R
2603516,11.4696432,60.5383529,R
2610270,11.7237338,60.9983893,R
2616854,11.8705799,61.3785046,R
2621525,10.5675968,61.6262483,R
2621875,11.9005598,61.6455137,R
2622940,10.721706,61.701799,R
2651890,10.73207,63.2242716,R
2662498,10.7606986,63.919722,R
2665020,11.824762,64.1524103,R
2671641,11.4466914,64.788339,R
2677315,10.682842,65.4160644,R
2680364,11.9938587,65.7601424,R
2690292,11.8349811,66.716568,R
2691545,10.7405109,66.8246415,R
2703039,11.6012922,67.6196388,R
3086406,11.5655442,67.0186718,R
3086495,10.8779788,64.7955555,R
3086545,11.7453958,64.5830836,R
3087498,10.3975871,46.8456059,R
3089677,11.7366644,23.1097417,R
3089773,12.093207,22.3089691,R
3089967,10.768894,20.095329,R
3090729,10.7577925,14.273244,R
3090748,11.6591814,13.952251,R
3091596,10.7007156,7.7732609,R
3091600,10.8694678,8.7012454,R
3091836,10.7360092,6.3695907,R
3092493,11.2007147,-0.1748023,R
3095958,10.5176499,46.4380205,R
3097488,11.9831748,58.2467934,R
3357789,10.7076654,4.2469022,R
3358576,10.8838574,3.6802912,R
3362220,11.2718666,64.2370933,R
3400107,11.0939072,50.3504283,R
3400828,11.5825644,52.5463574,R
3401285,11.7645857,52.6690293,R
3404324,10.8702576,55.220182,R
3404755,11.1859189,57.0396018,R
3408317,10.660735,57.9336606,R
3409088,11.3903445,58.196208,R
3409212,11.1889912,58.308593,R
3465681,10.4241214,6.8368433,R
3469189,10.9621564,52.9193201,R
3475507,11.8878882,54.8613691,R
3515984,10.7671118,27.3250367,R
3536493,10.5130731,43.260744,R
3537410,10.5986328,40.4317075,R
3537776,10.6324592,12.5015285,R
3539013,10.8161513,41.5778203,R
3541149,11.1540649,41.6599523,R
3542519,11.3380645,43.2507272,R
3545479,11.7315632,43.0030398,R
3547070,11.9802835,43.9498641,R
3547849,12.0882315,41.265007,R
3754776,10.3763291,27.5210274,R
3755295,10.4156076,20.4027714,R
3755657,10.441892,30.4509964,R
3755947,10.4620552,20.3785099,R
3757313,10.5596206,11.9069934,R
3759522,10.720851,10.0349646,R
3759659,10.7308842,19.1470076,R
3760109,10.7591665,8.1561525,R
3760264,10.7692508,19.2706067,R
3760329,10.77352,13.5728696,R
3760578,10.7918272,27.5596897,R
3760750,10.8017884,23.9540454,R
3760887,10.8094248,18.3841409,R
3762877,10.9267912,29.2359558,R
3763552,10.965786,16.909612,R
3764033,10.9934176,16.5755456,R
3764736,11.0400882,16.4440562,R
3764869,11.0475722,14.3362881,R
3765637,11.0902399,18.1346009,R
3765852,11.103162,20.0360272,R
3766030,11.1131296,14.7102576,R
3766684,11.1548688,14.3043505,R
3767715,11.2300903,15.0176982,R
3768772,11.3019258,35.5814096,R
3769157,11.3251717,37.1390894,R
3769227,11.3295178,27.7934921,R
3769356,11.3374602,19.7647246,R
3772141,11.5061446,32.0050123,R
3772882,11.5528753,25.7663229,R
3774993,11.6771868,-2.2336499,R
3775325,11.6954046,21.1656323,R
3776239,11.7493694,28.9116617,R
3776989,11.79269,42.1442342,
3777529,11.8229622,14.3923939,R
3781886,12.0737405,4.2788623,R
3782226,12.0934026,37.8498515,R
4259330,10.9787908,17.7367195,R
4547778,11.6204657,23.2895223,R
38420,12.1142683,20.8187234,R
38442,12.1179909,9.1133259,R
38451,12.1190203,32.9959134,R
38465,12.1212999,32.0756389,R
38470,12.1218305,16.8414251,R
38490,12.1257325,32.8129981,R
38546,12.1399817,11.1765919,R
38582,12.1486324,41.7408587,R
38597,12.1521866,37.1111938,R
38631,12.1574158,40.8318621,R
38634,12.1591416,17.0142636,R
38643,12.1582695,43.6852719,R
38661,12.161025,62.855008,R
38686,12.1661502,19.9187669,R
38704,12.1688793,35.8775803,R
38814,12.1895043,35.8438949,R
38818,12.1894349,19.0884599,R
38885,12.2032759,13.2464708,R
38946,12.2134066,-2.7246186,R
39043,12.231974,42.7211059,R
39063,12.235679,19.3366272,R
39078,12.2391387,32.4496204,R
39111,12.2432648,7.2537449,R
39115,12.2439898,43.5361717,R
39240,12.265301,23.59556,R
39246,12.2650856,13.1493536,R
39266,12.2666329,66.2308374,R
39291,12.2718199,60.5005463,R
39329,12.2760244,33.5220161,R
39341,12.2774407,33.5609015,R
39437,12.2935475,29.6079647,R
39650,12.3217638,30.3419583,R
39687,12.3266018,5.8467585,R
39724,12.3307163,29.6143394,R
39767,12.3360965,8.6446443,R
39859,12.3465337,58.0924737,R
39884,12.3462658,57.7927208,R
39922,12.3545741,4.5956819,R
39962,12.36027,5.7657626,R
39972,12.3615186,5.3848375,R
39983,12.3626728,10.5956197,R
40039,12.3686223,55.8191018,R
40051,12.3701056,7.1443039,R
40179,12.3850494,5.2504518,R
40182,12.3851094,14.4582749,R
40203,12.3878972,57.4842095,R
40219,12.3919676,55.6565356,R
40245,12.3931454,16.7223795,R
40382,12.409622,66.5635339,R
40426,12.4136102,8.8003336,R
40442,12.4153902,11.7042332,R
40500,12.4218775,64.9335186,R
40510,12.4230237,31.8265472,R
40572,12.4267377,45.0838594,R
40643,12.4353153,16.1809649,R
40684,12.4416715,54.1792405,R
40729,12.4448327,30.2400492,R
40762,12.4485074,-0.877567,R
40783,12.4498569,22.6395683,R
40797,12.4521415,-1.3541691,R
40850,12.4573629,11.1077405,R
40884,12.4624893,50.412864,R
40983,12.4698202,59.5129089,R
40988,12.4709599,28.6203152,R
41002,12.4717888,56.7333923,R
41052,12.4786567,53.3577022,R
41083,12.4807634,-1.9392309,R
41101,12.483061,3.5705985,R
41210,12.4963074,11.1880322,
41260,12.5006113,13.6364183,R
41527,12.5337544,66.3326096,R
41564,12.539279,56.6564348,R
41857,12.5787605,9.0046786,R
41875,12.5795786,39.5882896,R
41909,12.5831512,50.851161,R
41926,12.586577,59.0479318,R
42007,12.6000345,54.2209614,R
42056,12.6087149,23.4260254,R
42137,12.6225243,28.2081839,R
42174,12.6301055,5.3684897,R
42471,12.6763955,2.4681742,R
42545,12.6870194,10.1557138,R
42573,12.6920694,26.042646,R
42576,12.6929715,44.4913992,R
42618,12.6997708,-3.5834186,R
42743,12.7149972,20.9896495,R
42797,12.7222522,1.9784809,R
42837,12.731401,26.8633507,R
42838,12.7274645,44.0944619,R
42885,12.7372973,50.2316516,R
42895,12.739473,56.0178406,R
43098,12.7741201,50.7921065,R
