iauname,not_ring_pred,ring_pred,link,ra,dec,redshift,elpetro_absmag_r,sersic_nmgy_r,petro_th50,petro_th90,petro_theta
J094651.40-010228.5,0.0017196022672578,0.99828040599823,https://storage.yandexcloud.net/ring-galaxies/J094651.40-010228.5.jpg,146.714215072841,-1.0412800233313741,0.021222278,-19.303656,1789.2572,3.4641922,10.453795,7.2478933
J135316.39+094017.4,0.001864725491032,0.9981352090835572,https://storage.yandexcloud.net/ring-galaxies/J135316.39%2B094017.4.jpg,208.31829637085343,9.671539895968614,0.1348365,-22.42849,919.6428,11.823557,22.039967,20.906935
J225933.39+023735.0,0.002049964852631,0.99795001745224,https://storage.yandexcloud.net/ring-galaxies/J225933.39%2B023735.0.jpg,344.88914764677486,2.626493735996786,0.04799995,-20.488008,799.5948,3.7795994,11.120095,9.65707
J081604.70+230805.9,0.0021089510992169,0.9978910088539124,https://storage.yandexcloud.net/ring-galaxies/J081604.70%2B230805.9.jpg,124.02002686564747,23.134032329702123,0.013796894,-19.624054,4923.2295,6.1732073,18.282845,12.783573
J145013.50+294537.9,0.0021429208572953,0.9978570342063904,https://storage.yandexcloud.net/ring-galaxies/J145013.50%2B294537.9.jpg,222.55616566566167,29.76041447708204,0.053360328,-21.540056,1728.6062,5.4755754,16.33545,11.856368
J090920.80+154746.9,0.0021706889383494,0.997829258441925,https://storage.yandexcloud.net/ring-galaxies/J090920.80%2B154746.9.jpg,137.3440018182986,15.796184533429557,0.011991648,-19.15611,5244.759,7.491553,22.197176,16.978441
J082650.49+115900.0,0.002237518550828,0.9977624416351318,https://storage.yandexcloud.net/ring-galaxies/J082650.49%2B115900.0.jpg,126.71039399599117,11.983355484745847,0.08131207,-21.582317,741.3561,4.136458,10.527441,10.695449
J120143.46+001059.2,0.0022747330367565,0.9977253079414368,https://storage.yandexcloud.net/ring-galaxies/J120143.46%2B001059.2.jpg,180.43112093250593,0.1831349144346155,0.10435766,-19.418928,78.80519,6.0806336,11.699411,11.334743
J024705.11-002654.5,0.0023239830043166,0.9976760745048524,https://storage.yandexcloud.net/ring-galaxies/J024705.11-002654.5.jpg,41.77133214941355,-0.4484630937753416,0.045094848,-20.57455,1378.1656,6.210226,14.568813,13.218228
J212102.67+014246.4,0.0023381684441119,0.997661828994751,https://storage.yandexcloud.net/ring-galaxies/J212102.67%2B014246.4.jpg,320.26112330063216,1.71297655856773,0.03540121,-20.862305,2861.1072,6.1925087,17.587885,12.536669
J135128.06-052645.4,0.0025302662979811,0.9974697828292848,https://storage.yandexcloud.net/ring-galaxies/J135128.06-052645.4.jpg,207.86697155521884,-5.445922622693014,0.08420505,-21.074139,406.5958,2.843757,8.705801,7.792477
J080520.53+102043.4,0.0025710146874189,0.9974289536476136,https://storage.yandexcloud.net/ring-galaxies/J080520.53%2B102043.4.jpg,121.33558884475883,10.345406470766887,0.14259143,-20.96901,129.51784,3.1271558,6.4101677,6.1776743
J024157.00-064731.9,0.0026723726186901,0.9973275661468506,https://storage.yandexcloud.net/ring-galaxies/J024157.00-064731.9.jpg,40.48750761324877,-6.792304166647427,0.017568847,-19.382977,2394.71,3.3725061,11.161193,7.474204
J020508.63-085445.0,0.0026912300381809,0.9973087310791016,https://storage.yandexcloud.net/ring-galaxies/J020508.63-085445.0.jpg,31.285966424198723,-8.912506288462517,0.12208953,-21.46445,278.19006,2.6723251,6.7527394,6.190662
J162331.57+204725.1,0.0027698839548975,0.9972301125526428,https://storage.yandexcloud.net/ring-galaxies/J162331.57%2B204725.1.jpg,245.88154387478147,20.79029342597619,0.09915287,-21.228504,392.56033,2.7261894,8.301952,7.5895367
J004105.29-094640.9,0.0027901038993149,0.9972098469734192,https://storage.yandexcloud.net/ring-galaxies/J004105.29-094640.9.jpg,10.27187578877732,-9.777983023911395,0.085679404,-21.766262,610.0907,8.12853,17.845497,15.639655
J235601.89+073123.0,0.0028264485299587,0.997173547744751,https://storage.yandexcloud.net/ring-galaxies/J235601.89%2B073123.0.jpg,359.0081016350355,7.523111874796148,0.039427336,-20.940395,2407.5007,3.0159545,9.794262,6.9322963
J100128.03-001805.3,0.0028428677469491,0.997157096862793,https://storage.yandexcloud.net/ring-galaxies/J100128.03-001805.3.jpg,150.36681085710651,-0.3014900620105978,0.14090784,-21.873564,382.1302,3.9031565,8.938591,8.12853
J015143.10+052436.0,0.0028747427277266,0.997125208377838,https://storage.yandexcloud.net/ring-galaxies/J015143.10%2B052436.0.jpg,27.930120867179564,5.4125680774592455,0.06124314,-20.387316,431.58984,10.0433035,21.133516,18.633486
J111557.79-021015.0,0.0028831160161644,0.9971169233322144,https://storage.yandexcloud.net/ring-galaxies/J111557.79-021015.0.jpg,168.9910860657145,-2.170771018550603,0.07944175,-21.695412,924.25116,4.4536633,12.26853,12.075812
J000602.82+110940.5,0.0028955084271728,0.9971044659614564,https://storage.yandexcloud.net/ring-galaxies/J000602.82%2B110940.5.jpg,1.5118064259256132,11.161255495016151,0.0987264,-21.203074,340.90134,3.000635,8.432065,7.5458293
J135333.01+073156.6,0.0029246660415083,0.9970753192901612,https://storage.yandexcloud.net/ring-galaxies/J135333.01%2B073156.6.jpg,208.38758747307264,7.532399007071237,0.14546244,-20.75259,84.58946,2.7376218,7.5094852,7.4014983
J234602.93-004727.1,0.0029878204222768,0.9970121383666992,https://storage.yandexcloud.net/ring-galaxies/J234602.93-004727.1.jpg,356.5122555732559,-0.7908954645531342,0.1333991,-21.426012,181.94655,3.6443427,7.833712,7.833712
J115122.63+000702.4,0.0029928833246231,0.9970071911811828,https://storage.yandexcloud.net/ring-galaxies/J115122.63%2B000702.4.jpg,177.84432888395062,0.11737145792980457,0.04731261,-20.819937,1458.5728,3.4840734,12.340964,7.8076673
J000304.29+134501.8,0.0030096119735389,0.9969903230667114,https://storage.yandexcloud.net/ring-galaxies/J000304.29%2B134501.8.jpg,0.7679208588952441,13.750513219029722,0.11181789,-21.438051,268.0965,3.244845,8.844737,8.390046
J144611.09-001318.0,0.0030102331656962,0.9969897270202636,https://storage.yandexcloud.net/ring-galaxies/J144611.09-001318.0.jpg,221.54636177330704,-0.22294178446421625,0.0055350135,-19.99226,37954.78,23.320604,55.137207,48.22195
J101030.59-014803.9,0.0030161677859723,0.9969838261604308,https://storage.yandexcloud.net/ring-galaxies/J101030.59-014803.9.jpg,152.6275835701835,-1.8010152404415862,0.020767732,-19.631474,2792.505,6.210226,18.316315,12.845367
J024558.36-002657.0,0.0030189224053174,0.9969810843467712,https://storage.yandexcloud.net/ring-galaxies/J024558.36-002657.0.jpg,41.49319159992299,-0.4491810937526516,0.02895559,-20.147148,1775.6776,4.481698,12.270542,9.48469
J104835.62+221459.1,0.0030596985016018,0.9969403743743896,https://storage.yandexcloud.net/ring-galaxies/J104835.62%2B221459.1.jpg,162.14845947921486,22.249752680039567,0.04899329,-21.018015,1716.0588,4.208272,13.447121,7.8076673
J204549.56+001040.7,0.003134959610179,0.9968649744987488,https://storage.yandexcloud.net/ring-galaxies/J204549.56%2B001040.7.jpg,311.45653637570854,0.17797904447227056,0.013607111,-19.228605,3566.8694,5.9663672,14.320828,12.6267185
J095839.78+243616.1,0.0032279829028993,0.9967719912528992,https://storage.yandexcloud.net/ring-galaxies/J095839.78%2B243616.1.jpg,149.6657918930614,24.604483905590662,0.14839686,-21.43195,111.509674,4.500922,11.394722,9.986246
J112251.09-073518.9,0.0033055376261472,0.9966944456100464,https://storage.yandexcloud.net/ring-galaxies/J112251.09-073518.9.jpg,170.71280603376854,-7.588524495495429,0.022168703,-20.279829,3990.9756,6.4655952,15.344067,13.533901
J112353.84+180523.6,0.0033690405543893,0.9966309666633606,https://storage.yandexcloud.net/ring-galaxies/J112353.84%2B180523.6.jpg,170.97436128027448,18.089889896750076,0.13745926,-21.129694,166.9357,3.133896,6.6878467,6.5283313
J022414.29+031606.9,0.0033694151788949,0.996630609035492,https://storage.yandexcloud.net/ring-galaxies/J022414.29%2B031606.9.jpg,36.05976306889666,3.2685914109291563,0.04132532,-21.014275,1805.388,2.835403,9.060253,6.6898584
J115126.72-025626.4,0.003392165293917,0.9966078996658324,https://storage.yandexcloud.net/ring-galaxies/J115126.72-025626.4.jpg,177.86138439385732,-2.940666178045122,0.09185187,-20.81673,282.0399,2.813898,6.865405,6.6164
J022402.56-010726.4,0.0033958104904741,0.9966042041778564,https://storage.yandexcloud.net/ring-galaxies/J022402.56-010726.4.jpg,36.01068495776805,-1.1240017937385811,0.07284418,-20.788074,539.7154,3.5682147,9.986246,7.0118785
J113031.99-080233.0,0.003409479977563,0.996590495109558,https://storage.yandexcloud.net/ring-galaxies/J113031.99-080233.0.jpg,172.63342498911408,-8.042215875844338,0.03660538,-21.17557,4051.7585,9.865687,31.27023,27.98376
J142939.01+031558.7,0.0034108962863683,0.9965890645980836,https://storage.yandexcloud.net/ring-galaxies/J142939.01%2B031558.7.jpg,217.41257161258602,3.266285795439988,0.005505524,-18.585747,10620.782,24.328691,66.234886,48.90701
J105745.73+002734.2,0.0034249946475028,0.9965749382972716,https://storage.yandexcloud.net/ring-galaxies/J105745.73%2B002734.2.jpg,164.4405686302815,0.4594884797636398,0.065434024,-20.738611,541.5561,2.9352481,8.938591,8.434443
J025715.59-015438.9,0.0034431410022079,0.9965568780899048,https://storage.yandexcloud.net/ring-galaxies/J025715.59-015438.9.jpg,44.31501502391869,-1.91087508519151,0.03838995,-20.449133,1267.3711,4.0895643,12.061677,11.133017
J005823.65+053559.5,0.0034589529968798,0.9965409636497498,https://storage.yandexcloud.net/ring-galaxies/J005823.65%2B053559.5.jpg,14.598564361769677,5.5998693695809285,0.10833242,-21.75735,440.52698,5.135739,11.455018,10.923637
J111450.19-025039.0,0.0034852887038141,0.9965147376060486,https://storage.yandexcloud.net/ring-galaxies/J111450.19-025039.0.jpg,168.70935131262382,-2.8441174271533014,0.027505737,-20.286371,2650.3616,4.855539,17.799644,10.943514
J093553.36+022430.3,0.0035492328461259,0.9964507818222046,https://storage.yandexcloud.net/ring-galaxies/J093553.36%2B022430.3.jpg,143.9723452191379,2.408436836081422,0.07279263,-21.044352,500.13162,3.9515269,11.00632,11.133017
J220457.97+195141.0,0.0035519320517778,0.9964480400085448,https://storage.yandexcloud.net/ring-galaxies/J220457.97%2B195141.0.jpg,331.2415301786205,19.861384508141523,0.13174526,-21.75439,363.8404,4.3148437,13.706474,11.9490185
J013102.76+003811.4,0.0035673757083714,0.9964326620101928,https://storage.yandexcloud.net/ring-galaxies/J013102.76%2B003811.4.jpg,22.761528068027136,0.636515040399642,0.08635828,-20.710875,270.1438,2.7508714,6.311381,6.1016407
J005345.43+005536.7,0.0036224597133696,0.9963775277137756,https://storage.yandexcloud.net/ring-galaxies/J005345.43%2B005536.7.jpg,13.439316667487844,0.9269001492526361,0.043148346,-20.466413,931.11676,3.4840734,12.772066,10.217217
J001655.18-002739.1,0.0036259379703551,0.9963740706443788,https://storage.yandexcloud.net/ring-galaxies/J001655.18-002739.1.jpg,4.229955702814508,-0.4608515589711855,0.06453729,-20.586102,366.28363,3.9031565,9.777639,9.081242
J230737.50+154436.9,0.0036550885997712,0.9963448643684388,https://storage.yandexcloud.net/ring-galaxies/J230737.50%2B154436.9.jpg,346.90620074903967,15.743936001841538,0.03659871,-20.846935,2365.399,6.3904896,17.29755,13.524295
J081414.39+212124.0,0.0036584592889994,0.9963415265083312,https://storage.yandexcloud.net/ring-galaxies/J081414.39%2B212124.0.jpg,123.55901249104804,21.35545457580133,0.011291162,-20.755629,29733.62,14.551733,39.0464,36.48465
J012942.10+021313.0,0.0036666025407612,0.9963333606719972,https://storage.yandexcloud.net/ring-galaxies/J012942.10%2B021313.0.jpg,22.42535166290705,2.220412844001718,0.044023857,-20.727943,1280.7184,4.2247095,13.00185,12.33345
J110334.60-012752.0,0.0036787434946745,0.9963213205337524,https://storage.yandexcloud.net/ring-galaxies/J110334.60-012752.0.jpg,165.89406250425537,-1.4644344810586742,0.036248464,-18.258493,175.59583,3.860426,8.15323,7.7604628
J122850.69-015621.0,0.0036854059435427,0.9963145852088928,https://storage.yandexcloud.net/ring-galaxies/J122850.69-015621.0.jpg,187.21146106386786,-1.9391843711246257,0.0080289,-20.317114,32201.098,27.235115,70.57569,63.044136
J023850.49-000150.7,0.0037238099612295,0.9962762594223022,https://storage.yandexcloud.net/ring-galaxies/J023850.49-000150.7.jpg,39.71042775165394,-0.030736620884060976,0.07418063,-21.047682,625.1302,2.4156003,7.206534,4.967969
J125253.09+095908.9,0.0037691807374358,0.9962307810783386,https://storage.yandexcloud.net/ring-galaxies/J125253.09%2B095908.9.jpg,193.22333571631455,9.989237918820658,0.0215707,-20.707703,7858.4453,12.862678,36.48465,29.76444
J130601.78+091642.8,0.0037890539970248,0.9962109327316284,https://storage.yandexcloud.net/ring-galaxies/J130601.78%2B091642.8.jpg,196.50746110933227,9.278563608699045,0.053700514,-20.310469,523.87036,4.136458,10.092212,8.390046
J012734.05-011522.4,0.0038801082409918,0.9961199760437012,https://storage.yandexcloud.net/ring-galaxies/J012734.05-011522.4.jpg,21.891897247938388,-1.2562475984438002,0.06728049,-21.201904,927.8059,2.78714,8.605423,5.2605643
J012724.19-060835.0,0.0038860673084855,0.996113896369934,https://storage.yandexcloud.net/ring-galaxies/J012724.19-060835.0.jpg,21.850992381668707,-6.143095907556772,0.020894486,-20.474638,4522.191,6.688674,18.509815,13.851007
J080454.39+193713.5,0.0039000154938548,0.9960999488830566,https://storage.yandexcloud.net/ring-galaxies/J080454.39%2B193713.5.jpg,121.22663557491032,19.620446344614827,0.12904273,-21.412102,184.95157,3.0457146,7.0862827,7.1993732
J010232.40-070544.9,0.003925746306777,0.9960743188858032,https://storage.yandexcloud.net/ring-galaxies/J010232.40-070544.9.jpg,15.635218103756287,-7.095886396328428,0.017755644,-19.202204,2429.824,5.0830016,14.077064,12.340964
J143629.15+013059.4,0.0039565190672874,0.9960434436798096,https://storage.yandexcloud.net/ring-galaxies/J143629.15%2B013059.4.jpg,219.12147902851711,1.5164953096785716,0.10519164,-20.77704,194.79823,3.3847797,9.522999,8.938591
J114023.43-040834.4,0.0039888401515781,0.9960111379623412,https://storage.yandexcloud.net/ring-galaxies/J114023.43-040834.4.jpg,175.09760718619734,-4.142481513246915,0.096200034,-21.339949,484.4173,4.3057137,10.881066,8.704482
J135207.73+052555.8,0.0039913151413202,0.9960086345672609,https://storage.yandexcloud.net/ring-galaxies/J135207.73%2B052555.8.jpg,208.03220472073983,5.432179541724446,0.07892282,-22.045689,1187.3408,3.2902873,9.323244,7.587428
J093022.49+144650.4,0.0040195123292505,0.9959805011749268,https://storage.yandexcloud.net/ring-galaxies/J093022.49%2B144650.4.jpg,142.5937325294437,14.780670341401315,0.11085724,-20.833277,207.06987,2.9352481,5.737678,5.8292456
J020418.97-084407.0,0.0040205051191151,0.9959794282913208,https://storage.yandexcloud.net/ring-galaxies/J020418.97-084407.0.jpg,31.079070933324683,-8.735322205038921,0.017812198,-20.278048,7342.358,7.9009156,28.682878,24.888685
J124806.73-022728.1,0.0040539414621889,0.9959461092948914,https://storage.yandexcloud.net/ring-galaxies/J124806.73-022728.1.jpg,192.02809332313373,-2.4578630192250337,0.1260791,-21.345259,228.0563,3.456994,9.726173,8.214783
J151045.94+062157.9,0.0040936022996902,0.9959063529968262,https://storage.yandexcloud.net/ring-galaxies/J151045.94%2B062157.9.jpg,227.6914473585313,6.366110862273073,0.074120335,-20.601036,393.7297,2.9432411,7.018666,6.1016407
J024610.15-010703.6,0.004100480582565,0.995899498462677,https://storage.yandexcloud.net/ring-galaxies/J024610.15-010703.6.jpg,41.54232489297091,-1.1176570826472425,0.0740368,-20.72324,460.1866,2.3269887,7.470318,5.0019884
J131356.92+134827.8,0.0041035893373191,0.9958964586257936,https://storage.yandexcloud.net/ring-galaxies/J131356.92%2B134827.8.jpg,198.48721684288273,13.807724003401443,0.025404137,-19.693514,2024.8635,4.208272,13.067802,8.3626795
J013924.98+002249.1,0.0041138092055916,0.9958861470222472,https://storage.yandexcloud.net/ring-galaxies/J013924.98%2B002249.1.jpg,24.85413504450086,0.38035412783374584,0.11538735,-20.760313,110.423645,2.777563,7.9574156,6.559927
J144540.75+211727.6,0.0041141570545732,0.9958857893943788,https://storage.yandexcloud.net/ring-galaxies/J144540.75%2B211727.6.jpg,221.41980921840454,21.291018887571074,0.11788094,-20.679108,154.56926,1.8254066,5.7680397,3.456994
J142918.00+304955.9,0.0041385916993021,0.9958614706993104,https://storage.yandexcloud.net/ring-galaxies/J142918.00%2B304955.9.jpg,217.3249695336698,30.832203889982072,0.014276565,-19.581076,5115.37,5.9488893,17.947596,12.549163
J122529.62+120958.1,0.0041433391161262,0.9958567023277284,https://storage.yandexcloud.net/ring-galaxies/J122529.62%2B120958.1.jpg,186.3734380021475,12.166145585860992,0.09140179,-20.424362,172.00554,3.193874,7.0862827,7.4309955
J121801.90+052440.0,0.0041506560519337,0.9958493709564208,https://storage.yandexcloud.net/ring-galaxies/J121801.90%2B052440.0.jpg,184.50768237132928,5.411325244823573,0.04886388,-19.79285,317.58337,5.0830016,11.069488,10.0433035
J095718.68+151426.0,0.0041800164617598,0.995819926261902,https://storage.yandexcloud.net/ring-galaxies/J095718.68%2B151426.0.jpg,149.32787888495076,15.240551263465006,0.07715378,-21.444557,882.94476,7.8076673,14.157853,14.157853
J013930.39+004657.4,0.0041831415146589,0.9958168864250184,https://storage.yandexcloud.net/ring-galaxies/J013930.39%2B004657.4.jpg,24.876668136437328,0.782660881293663,0.05343224,-20.51729,595.622,3.1603386,10.416905,10.092212
J083652.76+114919.6,0.0041851163841784,0.995814859867096,https://storage.yandexcloud.net/ring-galaxies/J083652.76%2B114919.6.jpg,129.21985674024447,11.822097599718314,0.1189702,-20.69103,129.79332,2.0099096,5.1281514,5.0058374
J013402.54-094627.0,0.0041941185481846,0.9958058595657348,https://storage.yandexcloud.net/ring-galaxies/J013402.54-094627.0.jpg,23.510584359748734,-9.774155054953825,0.04077408,-21.191936,2434.0266,5.1121736,13.758488,13.758488
J130704.39+130403.9,0.0042024357244372,0.995797634124756,https://storage.yandexcloud.net/ring-galaxies/J130704.39%2B130403.9.jpg,196.76248852313495,13.074842405674774,0.027279079,-20.080244,2138.2908,4.043024,12.845367,8.9060335
J092125.08-000343.6,0.0042313584126532,0.995768666267395,https://storage.yandexcloud.net/ring-galaxies/J092125.08-000343.6.jpg,140.35454828681657,-0.06210541985357952,0.0878084,-21.309258,493.04224,3.1437035,8.434443,6.97497
J022647.36-090401.1,0.0042384848929941,0.9957615733146667,https://storage.yandexcloud.net/ring-galaxies/J022647.36-090401.1.jpg,36.69735767255886,-9.066978741440504,0.05430928,-20.7762,928.4571,2.7554216,8.80468,5.2907553
J141149.84+030303.3,0.0042549949139356,0.9957450032234192,https://storage.yandexcloud.net/ring-galaxies/J141149.84%2B030303.3.jpg,212.95771078170685,3.050912719631521,0.13151501,-21.114122,142.71904,2.8287883,7.751459,7.6296973
J091725.19-020532.0,0.0042550899088382,0.9957448840141296,https://storage.yandexcloud.net/ring-galaxies/J091725.19-020532.0.jpg,139.35502873100538,-2.092172019277842,0.05492475,-20.789024,940.62024,4.160381,12.845367,8.556317
J105135.13+123536.3,0.0042628794908523,0.995737075805664,https://storage.yandexcloud.net/ring-galaxies/J105135.13%2B123536.3.jpg,162.89637112992625,12.593454335482772,0.13383761,-20.80406,106.96945,2.5835183,6.403463,6.5283313
J012831.67+041207.1,0.0043302313424646,0.995669722557068,https://storage.yandexcloud.net/ring-galaxies/J012831.67%2B041207.1.jpg,22.131994754540308,4.201947089314859,0.08828179,-21.088003,372.17468,4.2921314,11.515634,10.527441
J112903.33+175102.3,0.004330710042268,0.9956692457199096,https://storage.yandexcloud.net/ring-galaxies/J112903.33%2B175102.3.jpg,172.2639291051138,17.850636928400654,0.1318489,-21.45042,197.49857,2.8739326,7.237469,7.0489826
J084950.59+311756.7,0.0043319487012922,0.9956680536270142,https://storage.yandexcloud.net/ring-galaxies/J084950.59%2B311756.7.jpg,132.46083919547232,31.299105482720122,0.085168846,-20.964514,446.13046,2.545419,8.12853,4.8975
J222832.69+172812.9,0.0043402980081737,0.9956596493721008,https://storage.yandexcloud.net/ring-galaxies/J222832.69%2B172812.9.jpg,337.13648174032625,17.47034105922097,0.024290174,-19.952858,2695.7478,5.798067,21.871765,17.29755
J112705.98-032151.9,0.0043438873253762,0.9956561326980592,https://storage.yandexcloud.net/ring-galaxies/J112705.98-032151.9.jpg,171.77495626186035,-3.3644314460365425,0.06881012,-20.106003,298.15128,3.1106951,7.833712,7.4309955
J023441.32+003343.8,0.0043476233258843,0.9956523776054382,https://storage.yandexcloud.net/ring-galaxies/J023441.32%2B003343.8.jpg,38.672215009874755,0.5622154930809707,0.14102931,-20.856836,114.41913,2.6833656,5.442715,5.357219
J112542.08+185220.1,0.0043478528968989,0.9956521391868592,https://storage.yandexcloud.net/ring-galaxies/J112542.08%2B185220.1.jpg,171.42531706532466,18.872248647857315,0.085055575,-21.165812,413.86545,3.2107744,9.42301,8.891541
J114706.95+004823.0,0.0043566115200519,0.9956433773040771,https://storage.yandexcloud.net/ring-galaxies/J114706.95%2B004823.0.jpg,176.7790113032468,0.8063957031622784,0.1255726,-20.794397,115.99402,2.351681,6.6164,6.1776743
J021826.29+053914.0,0.0043584303930401,0.995641589164734,https://storage.yandexcloud.net/ring-galaxies/J021826.29%2B053914.0.jpg,34.60999682097223,5.653879882090892,0.030381065,-22.075386,11393.819,17.18906,44.998882,38.094677
J091406.24+050645.9,0.0043737147934734,0.9956262111663818,https://storage.yandexcloud.net/ring-galaxies/J091406.24%2B050645.9.jpg,138.52604228333635,5.112769908131119,0.14409618,-21.825434,239.47678,2.596022,6.9177375,6.7527394
J041059.96-060031.8,0.0043841176666319,0.9956158399581908,https://storage.yandexcloud.net/ring-galaxies/J041059.96-060031.8.jpg,62.74983671820892,-6.008861043655882,0.121125445,-21.11869,191.71577,2.929065,8.310813,7.259929
J130031.28+235927.5,0.004394706338644,0.9956052899360656,https://storage.yandexcloud.net/ring-galaxies/J130031.28%2B235927.5.jpg,195.13037542544157,23.99097574076118,0.14151734,-21.693306,200.21303,4.0673656,10.427839,8.891992
J020004.09+004814.0,0.0043974379077553,0.9956026077270508,https://storage.yandexcloud.net/ring-galaxies/J020004.09%2B004814.0.jpg,30.0170623893817,0.8039214853887451,0.07874735,-21.342958,515.9894,6.3904896,15.251304,14.652426
J140451.73-003829.7,0.0044025974348187,0.9955974221229552,https://storage.yandexcloud.net/ring-galaxies/J140451.73-003829.7.jpg,211.2155818950048,-0.6416123720214427,0.024441352,-20.781355,4764.0195,9.049385,28.156925,23.399702
J075926.34+091100.1,0.0044173863716423,0.995582640171051,https://storage.yandexcloud.net/ring-galaxies/J075926.34%2B091100.1.jpg,119.85977948930558,9.183370238865441,0.045228798,-20.082346,683.6516,4.71987,13.925215,10.808941
J020349.30-080744.2,0.0044269212521612,0.9955730438232422,https://storage.yandexcloud.net/ring-galaxies/J020349.30-080744.2.jpg,30.95544247189284,-8.128937320228141,0.041239195,-21.6655,3577.1758,8.774517,23.984297,19.207775
J133347.63+045609.3,0.0044293324463069,0.995570719242096,https://storage.yandexcloud.net/ring-galaxies/J133347.63%2B045609.3.jpg,203.44847268611204,4.935939130916131,0.115637995,-20.939854,233.26184,3.0780334,10.307529,10.307529
J120219.50+222051.8,0.0045396643690764,0.995460331439972,https://storage.yandexcloud.net/ring-galaxies/J120219.50%2B222051.8.jpg,180.5813053998442,22.347745732807425,0.14146614,-21.093992,151.5612,3.1106951,7.1237807,7.0118785
J023924.70+024344.0,0.0045667183585464,0.995433270931244,https://storage.yandexcloud.net/ring-galaxies/J023924.70%2B024344.0.jpg,39.85307646001111,2.7287636601501526,0.022552302,-19.996546,2061.66,9.48469,17.59708,17.901798
J114037.89-021401.3,0.0045940638519823,0.995405912399292,https://storage.yandexcloud.net/ring-galaxies/J114037.89-021401.3.jpg,175.15894653314902,-2.2344439793729456,0.06365747,-21.329458,1184.8942,3.34924,7.7106576,6.6866083
J153548.88+262315.9,0.0046384874731302,0.9953615069389344,https://storage.yandexcloud.net/ring-galaxies/J153548.88%2B262315.9.jpg,233.95369407811023,26.387757132943744,0.13075992,-21.172213,160.29462,3.5682147,8.569049,7.875165
J113243.30-012558.8,0.0046426658518612,0.9953573346138,https://storage.yandexcloud.net/ring-galaxies/J113243.30-012558.8.jpg,173.18031349369335,-1.4330069745633576,0.022516072,-19.927372,3356.4841,7.070538,21.07,15.007574
J102714.89-032010.0,0.0046610948629677,0.9953389167785645,https://storage.yandexcloud.net/ring-galaxies/J102714.89-032010.0.jpg,156.81222832634936,-3.336213205520725,0.030768,-20.15183,1598.8756,6.1732073,14.915278,13.022361
J010251.60-013329.0,0.0046717673540115,0.9953281879425048,https://storage.yandexcloud.net/ring-galaxies/J010251.60-013329.0.jpg,15.715008442452657,-1.5581366758602706,0.04337674,-21.114805,1909.6516,7.206534,16.809618,15.338832
J015512.97-024351.7,0.0046782065182924,0.995321810245514,https://storage.yandexcloud.net/ring-galaxies/J015512.97-024351.7.jpg,28.804075978232976,-2.731033458386393,0.07835309,-20.938732,485.85703,5.081815,13.634327,10.923637
J113510.39-043650.0,0.0046902047470211,0.9953097701072692,https://storage.yandexcloud.net/ring-galaxies/J113510.39-043650.0.jpg,173.7939346202072,-4.614065956813285,0.10865533,-21.630447,331.59473,7.331325,13.601913,12.993234
J165747.31+264154.7,0.0046982425265014,0.9953017234802246,https://storage.yandexcloud.net/ring-galaxies/J165747.31%2B264154.7.jpg,254.447167360858,26.698553313568365,0.1197872,-20.864344,141.03471,3.2620153,8.171543,7.792477
J103256.81-004809.9,0.0047128261066973,0.9952871799468994,https://storage.yandexcloud.net/ring-galaxies/J103256.81-004809.9.jpg,158.23673843897848,-0.8027815745110493,0.073454835,-19.977568,169.98308,3.4387972,10.039089,8.614392
J105815.77+121321.4,0.0047798971645534,0.9952201247215272,https://storage.yandexcloud.net/ring-galaxies/J105815.77%2B121321.4.jpg,164.56576977101741,12.222588518284883,0.04758418,-19.703207,333.5937,4.2247095,8.390046,8.345883
J120811.70+000348.9,0.0047807092778384,0.9952192902565002,https://storage.yandexcloud.net/ring-galaxies/J120811.70%2B000348.9.jpg,182.04878847724027,0.06360055197461967,0.09962659,-21.496834,608.2103,5.3855677,10.8661375,10.307529
J143228.07+005620.7,0.0048155561089515,0.9951844811439514,https://storage.yandexcloud.net/ring-galaxies/J143228.07%2B005620.7.jpg,218.11695347632525,0.9390880554707278,0.13727409,-21.037287,137.91618,2.351681,6.342862,6.016788
J102651.79-032753.0,0.0048220134340226,0.9951779842376708,https://storage.yandexcloud.net/ring-galaxies/J102651.79-032753.0.jpg,156.7160031349408,-3.464718005896228,0.034217056,-20.411076,2542.294,2.2401855,3.9058707,4.5565596
J102113.19-022011.0,0.0049039744772017,0.9950960278511048,https://storage.yandexcloud.net/ring-galaxies/J102113.19-022011.0.jpg,155.30516009768206,-2.3363376066848436,0.06092891,-20.853558,806.96643,3.8621006,10.8189745,7.988453
J105524.16+225011.7,0.0049135987646877,0.9950863718986512,https://storage.yandexcloud.net/ring-galaxies/J105524.16%2B225011.7.jpg,163.85067487555716,22.836622387145038,0.14315514,-21.198454,165.02559,2.6594539,6.043005,5.486766
J122305.69+051458.9,0.0049142092466354,0.9950857758522034,https://storage.yandexcloud.net/ring-galaxies/J122305.69%2B051458.9.jpg,185.7757254445543,5.250332855408298,0.005560522,-19.981176,38874.707,13.548053,36.367928,30.061691
J075021.09+171011.4,0.004932910669595,0.9950671195983888,https://storage.yandexcloud.net/ring-galaxies/J075021.09%2B171011.4.jpg,117.58790810718267,17.169833722022123,0.045906443,-19.990566,458.23123,3.456994,7.4309955,6.901734
